Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
RunAutoBill,,,,2022-12-20 14:32:29,2022-12-20 14:33:00,30.852s,FAILED
,,,,,,,
Test Cases/B. QuickRun,,,,2022-12-20 14:32:30,2022-12-20 14:32:48,18.563s,PASSED
"callTestCase(findTestCase(""A. Start""), [""ID"":1], CONTINUE_ON_FAILURE)",,,,2022-12-20 14:32:30,2022-12-20 14:32:48,18.060s,PASSED
"callTestCase(findTestCase(""Sprint 2-4/1. Entry Point""), [""ID"":1], CONTINUE_ON_FAILURE)",,,,2022-12-20 14:32:48,2022-12-20 14:32:48,0.002s,NOT_RUN
"callTestCase(findTestCase(""Sprint 2-4/1a. DuitNowRequest - Validation""), [""ID"":1], CONTINUE_ON_FAILURE)",,,,2022-12-20 14:32:48,2022-12-20 14:32:48,0.001s,NOT_RUN
"callTestCase(findTestCase(""Sprint 2-4/2a. Fav Transaction""), [:], CONTINUE_ON_FAILURE)",,,,2022-12-20 14:32:48,2022-12-20 14:32:48,0.002s,NOT_RUN
"callTestCase(findTestCase(""Sprint 9/Sprint 9 - AutoDebit Entry""), [:], CONTINUE_ON_FAILURE)",,,,2022-12-20 14:32:48,2022-12-20 14:32:48,0.001s,NOT_RUN
,,,,,,,
Test Cases/Sprint 9/Sprint 9 - AutoDebit Transaction,,,,2022-12-20 14:32:48,2022-12-20 14:33:00,11.959s,FAILED
"tap(findTestObject(""Text"", [""Verify"":findTestData(""AutoBill"").getValue(4, 8)]), 0)",,tap set autobill,,2022-12-20 14:32:49,2022-12-20 14:33:00,10.966s,FAILED
"verifyEqual(getText(findTestObject(""Text"", [""Verify"":findTestData(""AutoBill"").getValue(4, 10)]), 0), findTestData(""AutoBill"").getValue(4, 10))",,set up auto billing via duitnow autodebit,,2022-12-20 14:33:00,2022-12-20 14:33:00,0.101s,ERROR
